date,type,tree0,tree1,tree2,tree3
1991,B,"
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=0] - [[2.39, 'NormalizedDistance']]
  GTreeNodeBase [Childs=0] - [[9.45, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.39, 'NormalizedDistance']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=0] - [[15.07, 'NormalizedOrigId']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.39, 'NormalizedDistance']]
  GTreeNodeBase [Childs=0] - [[9.45, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.39, 'NormalizedDistance']]
  GTreeNodeBase [Childs=0] - [[9.45, 'OrigCloseness']]
"
1991,C,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.72, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.72, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.72, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.72, 'CommonNeighbors']]
"
1991,L,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[9.32, 'RevDistance']]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=0] - [[7.41, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[6.53, 'NormalizedOrigDegree']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.0, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[6.53, 'OrigClustering']]
","
GTreeNodeBase [Childs=0] - [[4.68, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[8.31, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[8.31, 'OrigClustering']]
"
1991,T,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[9.1, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=0] - [[9.1, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[0.82, 'NumberOfEdges']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[2.33, 'Loop']]
        GTreeNodeBase [Childs=0] - [[7.66, 'Loop']]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[12.07, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[0.17, 'OrigDegree']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[0.82, 'NumberOfEdges']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [-]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[2.33, 'Loop']]
        GTreeNodeBase [Childs=0] - [[7.66, 'Loop']]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[12.07, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [H]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[0.17, 'OrigDegree']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[9.1, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=2] - [opp]
      GTreeNodeBase [Childs=2] - [H]
        GTreeNodeBase [Childs=0] - [[1.06, 'TargClustering']]
"
1991,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.76, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.98, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.13, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.61, 'CommonNeighbors']]
"
1992,all,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=0] - [[6.7, 'TargPagerank']]
  GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[5.16, 'OrigId']]
  GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [-]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[2.41, 'Loop']]
      GTreeNodeBase [Childs=0] - [[2.41, 'Loop']]
    GTreeNodeBase [Childs=2] - [T]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [N]
          GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
        GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
  GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
  GTreeNodeBase [Childs=0] - [[2.34, 'Loop']]
"
1992,B,"
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[4.7, 'Loop']]
  GTreeNodeBase [Childs=0] - [[2.88, 'OrigDegree']]
","
GTreeNodeBase [Childs=0] - [[5.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[6.1, 'Loop']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[2.88, 'OrigDegree']]
  GTreeNodeBase [Childs=0] - [[4.7, 'Loop']]
"
1992,C,"
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.39, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[3.39, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.39, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[2.41, 'Loop']]
"
1992,L,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.17, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.03, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=0] - [[3.88, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.17, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[3.57, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[3.57, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[3.41, 'NormalizedOrigDegree']]
"
1992,T,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[4.46, 'OrigClustering']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[8.05, 'Loop']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=0] - [[9.56, 'NormalizedOrigId']]
        GTreeNodeBase [Childs=0] - [[2.18, 'TargPagerank']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[2.49, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[3.08, 'OrigClustering']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[8.8, 'TargDegree']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=0] - [[11.1, 'Loop']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[2.49, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[9.54, 'OrigCloseness']]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[8.05, 'Loop']]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [/]
        GTreeNodeBase [Childs=2] - [*]
          GTreeNodeBase [Childs=0] - [[5.34, 'SameCommunity']]
          GTreeNodeBase [Childs=0] - [[2.7, 'Loop']]
        GTreeNodeBase [Childs=0] - [[1.04, 'CommonNeighbors']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[4.46, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=2] - [min]
      GTreeNodeBase [Childs=2] - [min]
        GTreeNodeBase [Childs=2] - [T]
          GTreeNodeBase [Childs=2] - [log]
            GTreeNodeBase [Childs=0] - [[3.9, 'OrigDegree']]
        GTreeNodeBase [Childs=0] - [[1.4, 'OrigClustering']]
      GTreeNodeBase [Childs=2] - [log]
        GTreeNodeBase [Childs=0] - [[9.53, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[1.03, 'Distance']]
  GTreeNodeBase [Childs=0] - [[1.04, 'CommonNeighbors']]
"
1992,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.85, 'CommonNeighbors']]
"
1993,all,"
GTreeNodeBase [Childs=0] - [[2.39, 'Loop']]
","
GTreeNodeBase [Childs=2] - [>]
  GTreeNodeBase [Childs=2] - [max]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=0] - [[6.34, 'NormalizedDistance']]
      GTreeNodeBase [Childs=0] - [[3.17, 'CommonNeighbors']]
    GTreeNodeBase [Childs=2] - [opp]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=2] - [max]
          GTreeNodeBase [Childs=0] - [[14.75, 'TargId']]
          GTreeNodeBase [Childs=0] - [[0.37, 'TargId']]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[4.68, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=0] - [[4.2, 'Loop']]
","
GTreeNodeBase [Childs=2] - [opp]
  GTreeNodeBase [Childs=2] - [opp]
    GTreeNodeBase [Childs=2] - [max]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[1.58, 'RevDistance']]
        GTreeNodeBase [Childs=0] - [[6.34, 'NormalizedOrigId']]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=0] - [[2.64, 'SameCommunity']]
        GTreeNodeBase [Childs=2] - [log]
          GTreeNodeBase [Childs=0] - [[5.61, 'TargCloseness']]
"
1993,B,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[1.56, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [abs]
    GTreeNodeBase [Childs=2] - [log]
      GTreeNodeBase [Childs=0] - [[4.35, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[3.94, 'Loop']]
  GTreeNodeBase [Childs=0] - [[0.32, 'TargDegree']]
","
GTreeNodeBase [Childs=0] - [[1.81, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[4.18, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[0.75, 'TargDegree']]
"
1993,C,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[2.78, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[2.78, 'Random']]
","
GTreeNodeBase [Childs=0] - [[0.57, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[2.78, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[2.78, 'Random']]
","
GTreeNodeBase [Childs=0] - [[0.57, 'CommonNeighbors']]
"
1993,L,"
GTreeNodeBase [Childs=0] - [[6.23, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[0.9, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[2.15, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[0.9, 'Loop']]
"
1993,T,"
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=0] - [[0.04, 'Loop']]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[1.28, 'NormalizedTargDegree']]
    GTreeNodeBase [Childs=0] - [[7.79, 'NormalizedRevDistance']]
","
GTreeNodeBase [Childs=0] - [[2.07, 'Loop']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=0] - [[2.77, 'Loop']]
  GTreeNodeBase [Childs=2] - [>]
    GTreeNodeBase [Childs=0] - [[6.49, 'NormalizedRevDistance']]
    GTreeNodeBase [Childs=2] - [N]
      GTreeNodeBase [Childs=0] - [[2.85, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [log]
  GTreeNodeBase [Childs=2] - [=]
    GTreeNodeBase [Childs=0] - [[0.04, 'Loop']]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[1.28, 'NormalizedTargDegree']]
      GTreeNodeBase [Childs=0] - [[3.34, 'NormalizedRevDistance']]
"
1993,TL,"
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [+]
        GTreeNodeBase [Childs=0] - [[5.04, 'RevDistance']]
        GTreeNodeBase [Childs=0] - [[8.7, 'TargId']]
  GTreeNodeBase [Childs=0] - [[5.73, 'TargId']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [T]
        GTreeNodeBase [Childs=2] - [+]
          GTreeNodeBase [Childs=2] - [abs]
            GTreeNodeBase [Childs=0] - [[0.31, 'OrigId']]
          GTreeNodeBase [Childs=0] - [[4.4, 'RevDistance']]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[1.71, 'OrigEccentricity']]
  GTreeNodeBase [Childs=0] - [[2.56, 'TargId']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [/]
      GTreeNodeBase [Childs=0] - [[6.04, 'Loop']]
      GTreeNodeBase [Childs=2] - [>]
        GTreeNodeBase [Childs=0] - [[3.72, 'OrigCloseness']]
        GTreeNodeBase [Childs=0] - [[2.43, 'SameCommunity']]
  GTreeNodeBase [Childs=2] - [+]
    GTreeNodeBase [Childs=0] - [[5.04, 'RevDistance']]
    GTreeNodeBase [Childs=0] - [[8.7, 'TargId']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=2] - [T]
        GTreeNodeBase [Childs=0] - [[4.82, 'OrigPagerank']]
      GTreeNodeBase [Childs=2] - [exp]
        GTreeNodeBase [Childs=0] - [[1.55, 'NormalizedTargId']]
  GTreeNodeBase [Childs=0] - [[2.56, 'TargId']]
"
1994,all,"
GTreeNodeBase [Childs=0] - [[2.76, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.48, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [/]
  GTreeNodeBase [Childs=0] - [[2.76, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.28, 'OrigCoreN']]
"
1994,B,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[1.91, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.56, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[1.91, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[5.62, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=0] - [[5.31, 'OrigId']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[2.83, 'NormalizedOrigId']]
  GTreeNodeBase [Childs=0] - [[4.26, 'CommonNeighbors']]
"
1994,C,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[0.98, 'OrigCloseness']]
    GTreeNodeBase [Childs=2] - [*]
      GTreeNodeBase [Childs=0] - [[3.08, 'TargCloseness']]
      GTreeNodeBase [Childs=0] - [[1.34, 'Loop']]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[8.86, 'OrigCloseness']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[13.26, 'SameCommunity']]
    GTreeNodeBase [Childs=0] - [[3.41, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[1.17, 'TargClustering']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[13.43, 'OrigEccentricity']]
    GTreeNodeBase [Childs=0] - [[6.28, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[0.55, 'SameCommunity']]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[2.54, 'CommonNeighbors']]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=2] - [+]
            GTreeNodeBase [Childs=0] - [[0.98, 'OrigCloseness']]
            GTreeNodeBase [Childs=0] - [[2.24, 'TargEccentricity']]
          GTreeNodeBase [Childs=2] - [<]
            GTreeNodeBase [Childs=0] - [[6.28, 'CommonNeighbors']]
            GTreeNodeBase [Childs=0] - [[2.01, 'NormalizedOrigDegree']]
    GTreeNodeBase [Childs=2] - [abs]
      GTreeNodeBase [Childs=0] - [[3.06, 'OrigCoreN']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=2] - [min]
    GTreeNodeBase [Childs=0] - [[13.43, 'OrigEccentricity']]
    GTreeNodeBase [Childs=0] - [[6.28, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [/]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[0.55, 'SameCommunity']]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[2.54, 'CommonNeighbors']]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=2] - [inv]
            GTreeNodeBase [Childs=0] - [[0.98, 'OrigCloseness']]
          GTreeNodeBase [Childs=2] - [min]
            GTreeNodeBase [Childs=0] - [[1.34, 'Loop']]
            GTreeNodeBase [Childs=0] - [[3.41, 'SameCommunity']]
    GTreeNodeBase [Childs=2] - [=]
      GTreeNodeBase [Childs=0] - [[0.55, 'SameCommunity']]
      GTreeNodeBase [Childs=2] - [=]
        GTreeNodeBase [Childs=0] - [[2.54, 'NormalizedRevDistance']]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=2] - [min]
            GTreeNodeBase [Childs=0] - [[13.43, 'OrigEccentricity']]
            GTreeNodeBase [Childs=0] - [[6.28, 'CommonNeighbors']]
          GTreeNodeBase [Childs=2] - [<]
            GTreeNodeBase [Childs=0] - [[3.44, 'NormalizedOrigId']]
            GTreeNodeBase [Childs=0] - [[2.01, 'NormalizedOrigDegree']]
"
1994,L,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[3.2, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[1.36, 'Loop']]
      GTreeNodeBase [Childs=0] - [[1.14, 'TargId']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[3.2, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [>]
      GTreeNodeBase [Childs=0] - [[1.36, 'Loop']]
      GTreeNodeBase [Childs=0] - [[1.14, 'TargId']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[3.2, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=0] - [[4.5, 'OrigId']]
        GTreeNodeBase [Childs=0] - [[1.01, 'OrigPagerank']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[6.87, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [T]
    GTreeNodeBase [Childs=2] - [inv]
      GTreeNodeBase [Childs=2] - [-]
        GTreeNodeBase [Childs=0] - [[4.5, 'OrigId']]
        GTreeNodeBase [Childs=2] - [min]
          GTreeNodeBase [Childs=0] - [[6.1, 'SameCommunity']]
          GTreeNodeBase [Childs=2] - [inv]
            GTreeNodeBase [Childs=0] - [[0.45, 'OrigPagerank']]
"
1994,T,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.96, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.96, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.96, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[4.96, 'CommonNeighbors']]
"
1994,TL,"
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.82, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.82, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.82, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[2.82, 'CommonNeighbors']]
"
1995,all,"
GTreeNodeBase [Childs=0] - [[2.77, 'Loop']]
","
GTreeNodeBase [Childs=0] - [[3.36, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[2.33, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=0] - [[1.61, 'CommonNeighbors']]
"
1995,B,"
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[1.15, 'OrigCoreN']]
  GTreeNodeBase [Childs=0] - [[0.2, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=2] - [exp]
      GTreeNodeBase [Childs=0] - [[1.15, 'OrigCoreN']]
  GTreeNodeBase [Childs=0] - [[0.2, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [inv]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[5.13, 'RevDistance']]
","
GTreeNodeBase [Childs=2] - [=]
  GTreeNodeBase [Childs=2] - [inv]
    GTreeNodeBase [Childs=2] - [<]
      GTreeNodeBase [Childs=0] - [[6.72, 'TargPagerank']]
      GTreeNodeBase [Childs=0] - [[1.28, 'SameCommunity']]
  GTreeNodeBase [Childs=0] - [[0.2, 'RevDistance']]
"
1995,C,"
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[3.81, 'CommonNeighbors']]
  GTreeNodeBase [Childs=2] - [*]
    GTreeNodeBase [Childs=0] - [[3.06, 'NormalizedTargId']]
    GTreeNodeBase [Childs=0] - [[5.79, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [+]
  GTreeNodeBase [Childs=2] - [log]
    GTreeNodeBase [Childs=0] - [[0.12, 'TargClustering']]
  GTreeNodeBase [Childs=0] - [[7.86, 'SameCommunity']]
","
GTreeNodeBase [Childs=0] - [[5.85, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=0] - [[8.94, 'SameCommunity']]
"
1995,L,"
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.44, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.1, 'OrigClustering']]
","
GTreeNodeBase [Childs=2] - [-]
  GTreeNodeBase [Childs=0] - [[0.99, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[1.09, 'NormalizedTargId']]
","
GTreeNodeBase [Childs=2] - [*]
  GTreeNodeBase [Childs=0] - [[6.1, 'OrigClustering']]
  GTreeNodeBase [Childs=0] - [[7.4, 'SameCommunity']]
","
GTreeNodeBase [Childs=2] - [min]
  GTreeNodeBase [Childs=0] - [[0.44, 'CommonNeighbors']]
  GTreeNodeBase [Childs=0] - [[6.1, 'OrigClustering']]
"
1995,T,"
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.22, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [exp]
  GTreeNodeBase [Childs=0] - [[3.22, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[2.59, 'CommonNeighbors']]
","
GTreeNodeBase [Childs=2] - [abs]
  GTreeNodeBase [Childs=2] - [exp]
    GTreeNodeBase [Childs=0] - [[3.22, 'CommonNeighbors']]
"
